id,started_date,crop,crop_variety,seed_brand,medium,format,seed_weight_oz,seed_media_treatment_notes,first_emerge_date,full_emerge_date,emergence_notes,date_of_first_transplant,date_of_second_transplant,harvested_on,harvest_weight_oz,hrvst_wt_lbs,harvest_week,harvest_notes,created_at,updated_at,flat_id,date_of_third_transplant,former_flat_id,seed_treatments_id,days_to_harvest_from_sew,days_to_harvest_from_soak,room_id,current_system_id,exclude_from_freshlist,force_onto_freshlist,sewn_for
1255,2018-10-12,cilantro (1/2),coriander halves leisure,kitazawa seed co,biostrate felt,matt,1.65,"",2018-10-05,2018-10-07,"",,,2018-11-01,0.7,0.04375,44,"",2018-10-12 13:17:43 -0700,2018-11-01 13:31:26 -0700,,,SC,36,20,29,1,,,,
1256,2018-10-12,cilantro (1/2),coriander halves leisure,kitazawa seed co,biostrate felt,matt,1.65,"",2018-10-05,2018-10-07,"",,,2018-11-05,1.02,0.06375,45,"",2018-10-12 13:17:55 -0700,2018-11-05 11:05:01 -0800,,,TOMB,36,24,33,1,,false,false,
1189,2018-10-03,sunflower,black oil,kitazawa seed co,biostrate felt,matt,4.0,"",2018-10-02,2018-10-03,"",2018-10-04,,2018-10-16,8.71,0.544375,42,this flat was given a seed flat update which transplanted it from propagation shelf to sue shelf. this was done as part of a data cleanse necessary to move from FarmTrackerv1 to FarmTrackerv2. this flat was never necessarily in Sue rack but was first transplanted out of propagation on the correct date shown.,2018-10-03 12:14:48 -0700,2018-10-15 21:16:22 -0700,,,GOURMET,33,13,16,1,,,,
1265,2018-10-12,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,3.2,"",2018-10-05,2018-10-07,"",,,2018-10-22,0.9,0.05625,43,"",2018-10-12 13:44:45 -0700,2018-10-22 12:46:42 -0700,,,RECORD,36,10,19,1,,false,false,
1260,2018-10-12,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,3.3,"",2018-10-05,2018-10-07,"",,,2018-10-22,0.85,0.053125,43,"",2018-10-12 13:38:12 -0700,2018-10-22 12:54:58 -0700,,,VERNA,36,10,19,1,,false,false,
1263,2018-10-12,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,3.5,"",2018-10-05,2018-10-07,"",,,2018-10-22,0.77,0.048125,43,"",2018-10-12 13:44:28 -0700,2018-10-22 12:49:13 -0700,,,TILT,36,10,19,1,,false,false,
1259,2018-10-12,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,3.3,"",2018-10-05,2018-10-07,"",,,2018-10-22,0.83,0.051875,43,"",2018-10-12 13:38:06 -0700,2018-10-22 12:51:00 -0700,,,AH,36,10,19,1,,,,
1264,2018-10-12,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,3.5,"",2018-10-05,2018-10-07,"",,,2018-10-22,0.9,0.05625,43,"",2018-10-12 13:44:35 -0700,2018-10-22 12:47:47 -0700,,,TEXT,36,10,19,1,,false,false,
1262,2018-10-12,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,3.3,"",2018-10-05,2018-10-07,"",,,2018-10-22,0.67,0.041875,43,"",2018-10-12 13:38:26 -0700,2018-10-22 12:45:32 -0700,,,EM,36,10,19,1,,false,false,
1422,2018-10-29,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,3.3,"",2018-10-25,2018-10-07,"",,,2018-11-08,0.26,0.01625,45,"",2018-10-29 10:34:56 -0700,2018-11-08 11:59:30 -0800,,,BUCKET1,86,10,18,1,,false,false,
1209,2018-10-08,radish,purple sango,mountain valley seed co,biostrate felt,matt,0.75,no treatment,2018-10-09,2018-10-10,"",,,2018-10-18,8.92,0.5575,42,"",2018-10-08 12:47:37 -0700,2018-10-18 10:41:09 -0700,,,PEARL,,10,,1,,false,false,
1574,2018-11-12,pea,dwarf gray sugar,kitazawa seed co,biostrate felt,matt,10.6,"",2018-11-09,2018-11-10,"",,,2018-11-22,8.0,0.5,47,delivered as live flat to BOHO on Nov 21,2018-11-12 22:28:25 -0800,2018-11-22 10:32:56 -0800,,,NUSSBAUM,104,10,14,1,,,,
1119,2018-09-20,broccoli (1/2),waltham 29,mountain valley seed co,biostrate felt,matt,0.2,no treatment,2018-09-21,2018-09-22,"",2018-09-28,2018-10-03,2018-10-15,3.18,0.19875,42,this flat was given a seed flat update which transplanted it from sue shelf to dumbo. this was done as part of a data cleanse necessary to move from FarmTrackerv1 to FarmTrackerv2. this flat was never necessarily in Sue rack but was in Dumbo rack and was moved to Dumbo on the correct date shown.,2018-09-20 17:14:10 -0700,2018-10-14 21:26:47 -0700,,,HODDY,,25,,1,,,,
1228,2018-10-09,broccoli,waltham 29,mountain valley seed co,biostrate felt,matt,0.45,no treatment,2018-10-10,2018-10-10,"",,,2018-10-26,10.32,0.645,43,"",2018-10-09 02:21:42 -0700,2018-10-26 07:49:13 -0700,,,POOR,,17,,1,,false,false,
1246,2018-10-10,sunflower,black oil,kitazawa seed co,biostrate felt,matt,4.0,"",2018-10-09,2018-10-10,"",,,2018-10-23,11.92,0.745,43,"",2018-10-10 09:34:13 -0700,2018-10-23 06:32:33 -0700,,,TYPOLOGY,38,13,16,1,,false,false,
1224,2018-10-09,shiso,korean perilla,kitazawa seed co,biostrate felt,matt,0.62,"",2018-10-09,2018-10-08,"",,,2018-11-04,8.0,0.5,44,delivered as live flat to OTD on Nov 4,2018-10-09 02:12:31 -0700,2018-11-04 09:03:49 -0800,,,STRING,32,26,35,1,,,,
1423,2018-10-29,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,3.3,"",2018-10-25,2018-10-07,"",,,2018-11-06,0.0,0.0,45,"",2018-10-29 10:37:27 -0700,2018-11-06 08:11:03 -0800,,,BOIL,86,8,16,1,,false,false,
1183,2018-09-30,radish,purple sango,mountain valley seed co,biostrate felt,matt,0.75,no treatment,2018-10-01,2018-10-02,"",2018-10-04,,2018-10-15,9.88,0.6175,42,"harvested 2.28oz october 14 for tawla
***
this flat was given a seed flat update which transplanted it from propagation shelf to sue shelf. this was done as part of a data cleanse necessary to move from FarmTrackerv1 to FarmTrackerv2. this flat was never necessarily in Sue rack but was first transplanted out of propagation on the correct date shown.",2018-09-30 23:30:39 -0700,2018-10-14 21:35:31 -0700,,,CIDER,,15,,1,,,,
1172,2018-09-30,pea,dwarf gray sugar,kitazawa seed co,biostrate felt,matt,11.8,"",2018-09-27,2018-09-28,"",2018-10-04,,2018-10-14,26.46,1.65375,41,this flat was given a seed flat update which transplanted it from propagation shelf to sue shelf. this was done as part of a data cleanse necessary to move from FarmTrackerv1 to FarmTrackerv2. this flat was never necessarily in Sue rack but was first transplanted out of propagation on the correct date shown.,2018-09-30 22:44:56 -0700,2018-10-14 09:53:41 -0700,,,MIDGE,30,14,18,1,,,,
1124,2018-09-20,basil (1/2),dark opal,mountain valley seed co,biostrate felt,matt,0.1,no treatment,2018-09-21,2018-09-22,"",2018-09-28,,2018-10-15,0.0,0.0,42,this flat was given a seed flat update which transplanted it from propagation shelf to sue shelf. this was done as part of a data cleanse necessary to move from FarmTrackerv1 to FarmTrackerv2. this flat was never necessarily in Sue rack but was first transplanted out of propagation on the correct date shown.,2018-09-20 17:18:02 -0700,2018-10-14 21:50:30 -0700,,,WAQF,,25,,1,,,,
1125,2018-09-20,kohlrabi (1/2),purple vienna,mountain valley seed co,biostrate felt,matt,0.2,no treatment,2018-09-21,2018-09-22,"",2018-09-24,,2018-10-15,3.53,0.220625,42,this flat was given a seed flat update which transplanted it from propagation shelf to sue shelf. this was done as part of a data cleanse necessary to move from FarmTrackerv1 to FarmTrackerv2. this flat was never necessarily in Sue rack but was first transplanted out of propagation on the correct date shown.,2018-09-20 17:23:03 -0700,2018-10-14 21:24:20 -0700,,,MOUSE,,25,,1,,,,
1120,2018-09-20,kale (1/2),red russian,mountain valley seed co,biostrate felt,matt,0.2,no treatment,2018-09-21,2018-09-22,"",2018-09-28,2018-10-03,2018-10-15,3.0,0.1875,42,this flat was given a seed flat update which transplanted it from sue shelf to dumbo. this was done as part of a data cleanse necessary to move from FarmTrackerv1 to FarmTrackerv2. this flat was never necessarily in Sue rack but was in Dumbo rack and was moved to Dumbo on the correct date shown.,2018-09-20 17:14:23 -0700,2018-10-14 21:25:23 -0700,,,IT,,25,,1,,,,
1140,2018-09-24,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,3.3,"",2018-09-16,2018-09-20,"",2018-10-01,,2018-10-15,2.33,0.145625,42,this flat was given a seed flat update which transplanted it from propagation shelf to sue shelf. this was done as part of a data cleanse necessary to move from FarmTrackerv1 to FarmTrackerv2. this flat was never necessarily in Sue rack but was first transplanted out of propagation on the correct date shown.,2018-09-24 02:33:21 -0700,2018-10-14 22:22:10 -0700,,,CREW,18,21,33,1,,,,
1212,2018-10-08,pea,dwarf gray sugar,kitazawa seed co,biostrate felt,matt,9.6,"",2018-10-04,2018-10-05,"",,,2018-10-23,12.89,0.805625,43,"",2018-10-08 13:07:52 -0700,2018-10-23 09:12:31 -0700,,,PEBBLE,35,15,20,1,,false,false,
1203,2018-10-03,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,3.3,"",2018-09-25,2018-10-01,"",,,2018-10-16,3.18,0.19875,42,"",2018-10-03 12:47:30 -0700,2018-10-15 21:36:18 -0700,,,AUGUST,27,13,22,1,,,,
1235,2018-10-10,radish,purple sango,mountain valley seed co,biostrate felt,matt,0.8,no treatment,2018-10-11,2018-10-12,"",,,2018-10-18,9.35,0.584375,42,"",2018-10-10 08:46:40 -0700,2018-10-18 11:13:38 -0700,,,ANDY,,8,,1,,false,false,
1170,2018-09-30,nasturtium,jewel mix,mountain valley seed co,biostrate felt,matt,7.5,"",2018-09-26,2018-09-28,"",2018-10-04,,2018-10-18,9.09,0.568125,42,this flat was given a seed flat update which transplanted it from propagation shelf to sue shelf. this was done as part of a data cleanse necessary to move from FarmTrackerv1 to FarmTrackerv2. this flat was never necessarily in Sue rack but was first transplanted out of propagation on the correct date shown.,2018-09-30 22:38:54 -0700,2018-10-17 20:19:28 -0700,,,MID,26,18,28,1,,,,
1156,2018-09-26,sunflower,black oil,kitazawa seed co,biostrate felt,matt,5.5,"",2018-09-25,2018-09-25,"",2018-10-01,,2018-10-18,15.6,0.975,42,"10.44oz hjarvested oct 11 for black sands
***
this flat was given a seed flat update which transplanted it from propagation shelf to sue shelf. this was done as part of a data cleanse necessary to move from FarmTrackerv1 to FarmTrackerv2. this flat was never necessarily in Sue rack but was first transplanted out of propagation on the correct date shown.",2018-09-26 10:01:28 -0700,2018-10-17 20:30:21 -0700,,,DEPRESSIVE,28,22,24,1,,,,
1238,2018-10-10,cress,curled,mountain valley seed co,biostrate felt,matt,0.55,no treatment,2018-10-10,2018-10-11,"",,,2018-10-18,,,42,2.09 oz harvested for the front porch on oct 18,2018-10-10 08:54:19 -0700,2018-10-18 12:13:58 -0700,CENTS,,,,8,,1,6,false,false,
1237,2018-10-10,radish (1/2),purple sango,mountain valley seed co,biostrate felt,matt,0.6,no treatment,2018-10-11,2018-10-12,"",,,2018-10-22,4.21,0.263125,43,2.54 harvested for The Front Porch on Oct 18,2018-10-10 08:48:45 -0700,2018-10-22 12:09:50 -0700,,,IS,,12,,1,,false,false,
1213,2018-10-08,pea,dwarf gray sugar,kitazawa seed co,biostrate felt,matt,9.6,"",2018-10-04,2018-10-05,"",,,2018-10-23,12.59,0.786875,43,6.22 oz harvested for black sands oct 18,2018-10-08 13:08:59 -0700,2018-10-23 14:48:39 -0700,,,TERRAIN,35,15,20,1,,,,
1530,2018-11-09,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,3.3,"",2018-11-01,2018-11-05,"",,,2018-11-20,1.21,0.075625,47,"",2018-11-09 13:15:45 -0800,2018-11-19 20:56:06 -0800,,,PIZAN,94,11,23,1,,false,false,
1268,2018-10-14,benitade,japanese waterpepper,kitazawa seed co,biostrate felt,matt,0.8,"entire soak placed in fridge. after soak end, drained seeds placed in tuperware in fridge",2018-10-17,2018-10-18,"",,,2018-11-15,1.87,0.116875,46,"",2018-10-14 23:44:52 -0700,2018-11-15 09:42:48 -0800,,,CHEW,39,32,36,1,,,,
1531,2018-11-09,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,3.3,"",2018-11-01,2018-11-05,"",,,2018-11-20,0.87,0.054375,47,"",2018-11-09 13:15:52 -0800,2018-11-19 20:58:05 -0800,,,ARCHIBALD,94,11,23,1,,false,false,
1293,2018-10-15,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,3.3,"",2018-10-10,2018-10-15,"",,,2018-10-25,3.27,0.204375,43,"",2018-10-15 00:57:27 -0700,2018-10-25 16:20:40 -0700,,,BURG,37,10,18,1,,false,false,
1273,2018-10-14,pea,dwarf gray sugar,kitazawa seed co,biostrate felt,matt,8.1,"",2018-10-11,2018-10-12,"",,,2018-11-03,13.19,0.824375,44,"",2018-10-14 23:57:38 -0700,2018-11-02 17:47:32 -0700,,,BUCKET,43,20,24,1,,false,false,
1351,2018-10-21,pea,dwarf gray sugar,kitazawa seed co,biostrate felt,matt,10.15,"",2018-10-19,2018-10-19,"",,,2018-11-03,17.13,1.070625,44,"harvested 5.16oz for tawla on oct 31 (3oz) & nov 1 (2.16oz)
",2018-10-21 16:46:54 -0700,2018-11-02 17:51:28 -0700,,,CARESS,85,13,17,1,,,,
1291,2018-10-15,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,4.0,"",2018-10-10,2018-10-15,"",,,2018-10-29,4.9,0.30625,44,"",2018-10-15 00:44:14 -0700,2018-10-29 12:10:27 -0700,,,NAN,37,14,22,1,,false,false,
1279,2018-10-15,cabbage,red acre,mountain valley seed co,biostrate felt,matt,0.8,no treatment,2018-10-16,2018-10-17,"",,,2018-10-28,9.47,0.591875,43,"",2018-10-15 00:18:20 -0700,2018-10-28 08:35:45 -0700,,,SIMPLE,,13,,1,,false,false,
1270,2018-10-14,pea,dwarf gray sugar,kitazawa seed co,biostrate felt,matt,9.0,"",2018-10-11,2018-10-12,"",,,2018-10-28,14.59,0.911875,43,"",2018-10-14 23:57:06 -0700,2018-10-28 08:29:35 -0700,,,LANGUAGE,43,14,18,1,,,,
1277,2018-10-15,cabbage,red acre,mountain valley seed co,biostrate felt,matt,0.4,no treatment,2018-10-16,2018-10-17,"",,,2018-10-28,5.53,0.345625,43,"",2018-10-15 00:14:42 -0700,2018-10-28 08:38:46 -0700,,,EMINEM,,13,,1,,false,false,
1292,2018-10-15,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,3.3,"",2018-10-10,2018-10-15,"",,,2018-10-29,5.78,0.36125,44,"",2018-10-15 00:57:20 -0700,2018-10-29 12:14:13 -0700,,,GIN,37,14,22,1,,false,false,
1288,2018-10-15,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,3.3,"",2018-10-10,2018-10-15,"",,,2018-10-30,5.31,0.331875,44,"",2018-10-15 00:43:39 -0700,2018-10-30 07:36:00 -0700,,,88,37,15,23,1,,false,false,
1289,2018-10-15,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,3.3,"",2018-10-10,2018-10-15,"",,,2018-10-30,4.9,0.30625,44,"",2018-10-15 00:43:50 -0700,2018-10-30 07:40:48 -0700,,,MARLON,37,15,23,1,,false,false,
1295,2018-10-15,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,2.7,"",2018-10-10,2018-10-15,"",,,2018-10-30,4.59,0.286875,44,"",2018-10-15 00:57:59 -0700,2018-10-30 07:44:16 -0700,,,CHILD,37,15,23,1,,false,false,
1283,2018-10-15,radish,purple sango,mountain valley seed co,biostrate felt,matt,0.5,no treatment,2018-10-16,2018-10-17,"",,,2018-10-22,4.6,0.2875,43,"",2018-10-15 00:28:10 -0700,2018-10-22 12:22:53 -0700,,,"",,7,,1,,false,false,
1424,2018-10-29,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,3.3,"",2018-10-25,2018-10-07,"",,,2018-11-06,0.0,0.0,45,"",2018-10-29 10:37:45 -0700,2018-11-06 08:08:14 -0800,,,BASE,86,8,16,1,,false,false,
1282,2018-10-15,radish,purple sango,mountain valley seed co,biostrate felt,matt,0.5,no treatment,2018-10-16,2018-10-17,"",,,2018-10-23,5.76,0.36,43,"",2018-10-15 00:27:59 -0700,2018-10-23 09:15:01 -0700,,,HIPSTER,,8,,1,,false,false,
1276,2018-10-15,kohlrabi,purple vienna,mountain valley seed co,biostrate felt,matt,0.4,no treatment,2018-10-16,2018-10-17,"",,,2018-11-04,5.97,0.373125,44,"",2018-10-15 00:09:24 -0700,2018-11-04 15:43:13 -0800,,,KETTLE,,20,,1,,false,false,
1153,2018-09-26,sunflower,black oil,kitazawa seed co,biostrate felt,matt,5.0,"",2018-09-25,2018-09-25,"",2018-10-01,,2018-10-18,10.09,0.630625,42,this flat was given a seed flat update which transplanted it from propagation shelf to sue shelf. this was done as part of a data cleanse necessary to move from FarmTrackerv1 to FarmTrackerv2. this flat was never necessarily in Sue rack but was first transplanted out of propagation on the correct date shown.,2018-09-26 09:58:58 -0700,2018-10-17 20:27:32 -0700,,,EXHALE,28,22,24,1,,,,
1272,2018-10-14,pea,dwarf gray sugar,kitazawa seed co,biostrate felt,matt,8.1,"",2018-10-11,2018-10-12,"",,,2018-10-23,7.22,0.45125,43,2.01oz harvested for bohemian club on oct 23,2018-10-14 23:57:27 -0700,2018-10-23 09:10:08 -0700,,,WIFE,43,9,13,1,,false,false,
1353,2018-10-21,pea,dwarf gray sugar,kitazawa seed co,biostrate felt,matt,10.15,"",2018-10-19,2018-10-19,"",,,2018-11-03,12.22,0.76375,44,"",2018-10-21 16:47:10 -0700,2018-11-02 17:52:56 -0700,,,BLOOD,85,13,17,1,,false,false,
1220,2018-10-09,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,3.3,"",2018-09-28,2018-10-02,"",,,2018-10-22,1.44,0.09,43,"",2018-10-09 01:54:47 -0700,2018-10-22 12:53:45 -0700,,,ROAST,29,13,26,1,,false,false,
1095,2018-09-18,benitade,japanese waterpepper,kitazawa seed co,biostrate felt,matt,0.65,moved entire soak to fridge 10 hrs into soak (@ 10am on sept 11,2018-09-19,2018-09-20,"",2018-09-24,,2018-10-17,8.0,0.5,42,"delivered as live flat to Cassava on Oct 17
****
this flat was given a seed flat update which transplanted it from propagation shelf to sue shelf. this was done as part of a data cleanse necessary to move from FarmTrackerv1 to FarmTrackerv2. this flat was never necessarily in Sue rack but was first transplanted out of propagation on the correct date shown.",2018-09-18 00:41:01 -0700,2018-10-17 08:39:18 -0700,,,MQI,17,29,37,1,,,,
1155,2018-09-26,sunflower,black oil,kitazawa seed co,biostrate felt,matt,4.5,"",2018-09-25,2018-09-25,"",2018-10-01,,2018-10-18,11.01,0.688125,42,this flat was given a seed flat update which transplanted it from propagation shelf to sue shelf. this was done as part of a data cleanse necessary to move from FarmTrackerv1 to FarmTrackerv2. this flat was never necessarily in Sue rack but was first transplanted out of propagation on the correct date shown.,2018-09-26 10:00:38 -0700,2018-10-17 20:19:40 -0700,,,SEAR,28,22,24,1,,,,
1286,2018-10-15,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,3.3,"",2018-10-10,2018-10-15,"",,,2018-10-23,6.0,0.375,43,"",2018-10-15 00:43:20 -0700,2018-10-23 07:29:47 -0700,,,6,37,8,16,1,,false,false,
1285,2018-10-15,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,3.3,"",2018-10-10,2018-10-15,"",,,2018-10-23,5.95,0.371875,43,"",2018-10-15 00:43:13 -0700,2018-10-23 07:26:13 -0700,,,7,37,8,16,1,,,,
1290,2018-10-15,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,4.0,"",2018-10-10,2018-10-15,"",,,2018-10-23,5.76,0.36,43,"",2018-10-15 00:44:03 -0700,2018-10-23 07:22:22 -0700,,,WAN,37,8,16,1,,false,false,
1222,2018-10-09,benitade,japanese waterpepper,kitazawa seed co,biostrate felt,matt,0.62,soaked in germ nutsol in minifridge,2018-10-03,2018-10-08,"",,,2018-10-22,0.0,0.0,43,"",2018-10-09 02:09:39 -0700,2018-10-21 17:10:45 -0700,,,FLOOD,31,13,22,1,,false,false,
1433,2018-10-29,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,3.3,"",2018-10-25,2018-10-07,"",,,2018-11-08,0.64,0.04,45,"",2018-10-29 11:18:24 -0700,2018-11-08 11:56:39 -0800,,,BUY,86,10,18,1,,false,false,
1231,2018-10-09,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,3.0,"",2018-10-03,2018-10-05,"",,,2018-10-18,2.09,0.130625,42,"",2018-10-09 02:31:03 -0700,2018-10-18 10:55:54 -0700,,,MIDGEE,34,9,18,1,,false,false,
1094,2018-09-18,benitade,japanese waterpepper,kitazawa seed co,biostrate felt,matt,0.65,moved entire soak to fridge 10 hrs into soak (@ 10am on sept 11,2018-09-19,2018-09-20,"",2018-09-24,,2018-10-18,4.4,0.275,42,this flat was given a seed flat update which transplanted it from propagation shelf to sue shelf. this was done as part of a data cleanse necessary to move from FarmTrackerv1 to FarmTrackerv2. this flat was never necessarily in Sue rack but was first transplanted out of propagation on the correct date shown.,2018-09-18 00:40:05 -0700,2018-10-18 11:39:08 -0700,,,GO,17,30,38,1,,,,
1150,2018-09-26,kohlrabi (1/2),purple vienna,mountain valley seed co,biostrate felt,matt,0.2,no treatment,2018-09-27,2018-09-28,"",2018-10-03,2018-10-03,2018-10-18,2.24,0.14,42,this flat was given a seed flat update which transplanted it from sue shelf to dumbo. this was done as part of a data cleanse necessary to move from FarmTrackerv1 to FarmTrackerv2. this flat was never necessarily in Sue rack but was in Dumbo rack and was moved to Dumbo on the correct date shown.,2018-09-26 09:45:05 -0700,2018-10-18 12:03:30 -0700,,,CARVER,,22,,1,,,,
1141,2018-09-24,broccoli,waltham 29,mountain valley seed co,biostrate felt,matt,0.33,no treatment,2018-09-26,2018-09-26,"",2018-09-28,,2018-10-18,5.13,0.320625,42,this flat was given a seed flat update which transplanted it from propagation shelf to sue shelf. this was done as part of a data cleanse necessary to move from FarmTrackerv1 to FarmTrackerv2. this flat was never necessarily in Sue rack but was first transplanted out of propagation on the correct date shown.,2018-09-24 02:36:48 -0700,2018-10-18 12:32:26 -0700,,,RED,,24,,1,,,,
1533,2018-11-09,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,3.3,"",2018-11-01,2018-11-05,"",,,2018-11-20,0.5,0.03125,47,"",2018-11-09 13:16:25 -0800,2018-11-19 20:54:24 -0800,,,BARY,94,11,23,1,,false,false,
1343,2018-10-18,shiso,korean perilla,kitazawa seed co,biostrate felt,matt,0.4,"",2018-10-17,,"",,,2018-11-08,0.0,0.0,45,,2018-10-18 15:51:17 -0700,2018-11-08 14:33:08 -0800,,,XYZ,44,21,27,1,,,,
1344,2018-10-18,shiso,korean perilla,kitazawa seed co,biostrate felt,matt,0.4,"",2018-10-17,,"",,,2018-11-08,0.0,0.0,45,"",2018-10-18 15:51:26 -0700,2018-11-08 14:33:32 -0800,,,KLM,44,21,27,1,,false,false,
1532,2018-11-09,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,3.3,"",2018-11-01,2018-11-05,"",,,2018-11-20,0.93,0.058125,47,"",2018-11-09 13:16:14 -0800,2018-11-19 21:00:49 -0800,,,BELLAMY,94,11,23,1,,false,false,
1345,2018-10-18,cress,curled,mountain valley seed co,biostrate felt,matt,0.5,no treatment,2018-10-18,2018-10-19,"",,,2018-10-31,3.61,0.225625,44,"",2018-10-18 15:56:04 -0700,2018-10-31 10:26:06 -0700,,,DEFG,,13,,1,,false,false,
1534,2018-11-09,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,3.3,"",2018-11-05,2018-11-08,"",,,2018-11-20,2.72,0.17,47,"",2018-11-09 13:29:37 -0800,2018-11-19 21:19:07 -0800,,,JENKINS,97,11,19,1,,,,
1337,2018-10-18,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,3.3,"",2018-10-15,2018-10-16,"",,,2018-10-30,4.8,0.3,44,"",2018-10-18 15:39:58 -0700,2018-10-30 08:01:52 -0700,,,HIJ,42,12,20,1,,,,
1476,2018-11-04,cabbage,red acre,mountain valley seed co,biostrate felt,matt,0.5,no treatment,2018-11-05,2018-11-06,"",,,2018-11-25,6.09,0.380625,47,"",2018-11-04 21:37:35 -0800,2018-11-25 07:36:03 -0800,,,9,,21,,1,,false,false,
1430,2018-10-29,cabbage,red acre,mountain valley seed co,biostrate felt,matt,0.45,no treatment,2018-10-30,2018-11-01,"",,,2018-11-11,5.54,0.34625,45,"",2018-10-29 11:03:56 -0700,2018-11-11 07:38:27 -0800,,,COOL,,13,,1,,false,false,
1438,2018-10-29,radish,purple sango,mountain valley seed co,biostrate felt,matt,0.8,no treatment,2018-10-30,2018-11-01,"",,,2018-11-12,10.23,0.639375,46,"",2018-10-29 11:35:02 -0700,2018-11-12 13:52:20 -0800,,,BITE,,14,,1,,false,false,
1440,2018-10-29,radish,purple sango,mountain valley seed co,biostrate felt,matt,0.75,no treatment,2018-10-30,2018-11-01,"",,,2018-11-12,10.5,0.65625,46,"",2018-10-29 11:35:30 -0700,2018-11-12 13:58:47 -0800,,,COUNT,,14,,1,,false,false,
1340,2018-10-18,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,3.3,"",2018-10-15,2018-10-16,"",,,2018-10-29,3.69,0.230625,44,"",2018-10-18 15:40:25 -0700,2018-10-29 12:07:29 -0700,,,GRILL,42,11,19,1,,false,false,
1441,2018-10-29,radish,purple sango,mountain valley seed co,biostrate felt,matt,0.75,no treatment,2018-10-30,2018-11-01,"",,,2018-11-15,13.2,0.825,46,"",2018-10-29 11:40:16 -0700,2018-11-15 06:23:24 -0800,,,BELOW,,17,,1,,false,false,
1399,2018-10-26,basil,dark opal,mountain valley seed co,biostrate felt,matt,0.2,no treatment,2018-10-27,2018-10-29,"",,,2018-11-15,0.0,0.0,46,"",2018-10-26 21:40:47 -0700,2018-11-15 10:13:47 -0800,,,REGGIE,,20,,1,,false,false,
1227,2018-10-09,cabbage,red acre,mountain valley seed co,biostrate felt,matt,0.4,no treatment,2018-10-10,2018-10-10,"",,,2018-10-26,7.48,0.4675,43,3.3oz harvested for inovino on oct 18,2018-10-09 02:15:59 -0700,2018-10-26 07:37:52 -0700,,,TIPPER,,17,,1,,false,false,
1428,2018-10-29,cabbage,red acre,mountain valley seed co,biostrate felt,matt,0.6,no treatment,2018-10-30,2018-11-01,"",,,2018-11-18,10.87,0.679375,46,"",2018-10-29 11:03:31 -0700,2018-11-18 07:37:38 -0800,,,GETIT,,20,,1,,false,false,
1339,2018-10-18,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,3.3,"",2018-10-15,2018-10-16,"",,,2018-11-01,5.51,0.344375,44,"",2018-10-18 15:40:15 -0700,2018-11-01 13:02:48 -0700,,,DENIM,42,14,22,1,,false,false,
1271,2018-10-14,pea,dwarf gray sugar,kitazawa seed co,biostrate felt,matt,9.0,"",2018-10-11,2018-10-12,"",,,2018-10-29,18.93,1.183125,44,"3.14 oz harvested for otd on oct 28
",2018-10-14 23:57:13 -0700,2018-10-29 10:54:47 -0700,,,ORDERS,43,15,19,1,,false,false,
1341,2018-10-18,cilantro,coriander halves leisure,kitazawa seed co,biostrate felt,matt,3.3,"",2018-10-15,2018-10-16,"",,,2018-10-29,4.11,0.256875,44,"",2018-10-18 15:40:31 -0700,2018-10-29 12:04:46 -0700,,,FORCE,42,11,19,1,,false,false,
